"trial_name","acquisition_date","exported_tissue_sample_name","tissue_sample_name","well_A01","row_number","col_number","source_observation_unit_name","accession_name","synonyms","dna_person","notes","tissue_type","extraction","concentration","volume","is_blank"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A01|||NR21C4aF399P0003","NR21-NG-C4a-Cass-0027_A01","A01","A","01","SeedNursumuNR21C4aF399P0003-2612-6","NR21C4aF399P0003","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A02|||NR21C4aF399P0011","NR21-NG-C4a-Cass-0027_A02","A02","A","02","SeedNursumuNR21C4aF399P0011-2620-6","NR21C4aF399P0011","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A03|||NR21C4aF400P0006","NR21-NG-C4a-Cass-0027_A03","A03","A","03","SeedNursumuNR21C4aF400P0006-2629-6","NR21C4aF400P0006","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A04|||NR21C4aF400P0015","NR21-NG-C4a-Cass-0027_A04","A04","A","04","SeedNursumuNR21C4aF400P0015-2638-6","NR21C4aF400P0015","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A05|||NR21C4aF400P0023","NR21-NG-C4a-Cass-0027_A05","A05","A","05","SeedNursumuNR21C4aF400P0023-2646-6","NR21C4aF400P0023","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A06|||NR21C4aF401P0009","NR21-NG-C4a-Cass-0027_A06","A06","A","06","SeedNursumuNR21C4aF401P0009-2655-6","NR21C4aF401P0009","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A07|||NR21C4aF401P0017","NR21-NG-C4a-Cass-0027_A07","A07","A","07","SeedNursumuNR21C4aF401P0017-2663-6","NR21C4aF401P0017","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A08|||NR21C4aF402P0002","NR21-NG-C4a-Cass-0027_A08","A08","A","08","SeedNursumuNR21C4aF402P0002-2672-6","NR21C4aF402P0002","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A09|||NR21C4aF403P0003","NR21-NG-C4a-Cass-0027_A09","A09","A","09","SeedNursumuNR21C4aF403P0003-2680-6","NR21C4aF403P0003","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A10|||NR21C4aF404P0005","NR21-NG-C4a-Cass-0027_A10","A10","A","10","SeedNursumuNR21C4aF404P0005-2688-6","NR21C4aF404P0005","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A11|||NR21C4aF405P0008","NR21-NG-C4a-Cass-0027_A11","A11","A","11","SeedNursumuNR21C4aF405P0008-2696-6","NR21C4aF405P0008","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_A12|||NR21C4aF406P0007","NR21-NG-C4a-Cass-0027_A12","A12","A","12","SeedNursumuNR21C4aF406P0007-2704-6","NR21C4aF406P0007","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B01|||NR21C4aF399P0004","NR21-NG-C4a-Cass-0027_B01","B01","B","01","SeedNursumuNR21C4aF399P0004-2613-6","NR21C4aF399P0004","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B02|||NR21C4aF399P0012","NR21-NG-C4a-Cass-0027_B02","B02","B","02","SeedNursumuNR21C4aF399P0012-2621-6","NR21C4aF399P0012","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B03|||NR21C4aF400P0008","NR21-NG-C4a-Cass-0027_B03","B03","B","03","SeedNursumuNR21C4aF400P0008-2631-6","NR21C4aF400P0008","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B04|||NR21C4aF400P0016","NR21-NG-C4a-Cass-0027_B04","B04","B","04","SeedNursumuNR21C4aF400P0016-2639-6","NR21C4aF400P0016","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B05|||NR21C4aF401P0001","NR21-NG-C4a-Cass-0027_B05","B05","B","05","SeedNursumuNR21C4aF401P0001-2647-6","NR21C4aF401P0001","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B06|||NR21C4aF401P0010","NR21-NG-C4a-Cass-0027_B06","B06","B","06","SeedNursumuNR21C4aF401P0010-2656-6","NR21C4aF401P0010","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B07|||NR21C4aF401P0018","NR21-NG-C4a-Cass-0027_B07","B07","B","07","SeedNursumuNR21C4aF401P0018-2664-6","NR21C4aF401P0018","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B08|||NR21C4aF402P0003","NR21-NG-C4a-Cass-0027_B08","B08","B","08","SeedNursumuNR21C4aF402P0003-2673-6","NR21C4aF402P0003","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B09|||NR21C4aF403P0004","NR21-NG-C4a-Cass-0027_B09","B09","B","09","SeedNursumuNR21C4aF403P0004-2681-6","NR21C4aF403P0004","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B10|||NR21C4aF405P0001","NR21-NG-C4a-Cass-0027_B10","B10","B","10","SeedNursumuNR21C4aF405P0001-2689-6","NR21C4aF405P0001","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B11|||NR21C4aF406P0001","NR21-NG-C4a-Cass-0027_B11","B11","B","11","SeedNursumuNR21C4aF406P0001-2698-6","NR21C4aF406P0001","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_B12|||NR21C4aF406P0008","NR21-NG-C4a-Cass-0027_B12","B12","B","12","SeedNursumuNR21C4aF406P0008-2705-6","NR21C4aF406P0008","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_C01|||NR21C4aF399P0005","NR21-NG-C4a-Cass-0027_C01","C01","C","01","SeedNursumuNR21C4aF399P0005-2614-6","NR21C4aF399P0005","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_C02|||NR21C4aF399P0013","NR21-NG-C4a-Cass-0027_C02","C02","C","02","SeedNursumuNR21C4aF399P0013-2622-6","NR21C4aF399P0013","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_C03|||NR21C4aF400P0009","NR21-NG-C4a-Cass-0027_C03","C03","C","03","SeedNursumuNR21C4aF400P0009-2632-6","NR21C4aF400P0009","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_C04|||NR21C4aF400P0017","NR21-NG-C4a-Cass-0027_C04","C04","C","04","SeedNursumuNR21C4aF400P0017-2640-6","NR21C4aF400P0017","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_C05|||NR21C4aF401P0002","NR21-NG-C4a-Cass-0027_C05","C05","C","05","SeedNursumuNR21C4aF401P0002-2648-6","NR21C4aF401P0002","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_C06|||NR21C4aF401P0011","NR21-NG-C4a-Cass-0027_C06","C06","C","06","SeedNursumuNR21C4aF401P0011-2657-6","NR21C4aF401P0011","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
"NR21-NG-C4a-Cass-0027","2/4/2022","NR21-NG-C4a-Cass-0027_C07|||NR21C4aF401P0020","NR21-NG-C4a-Cass-0027_C07","C07","C","07","SeedNursumuNR21C4aF401P0020-2666-6","NR21C4aF401P0020","","PRINCESS","NR21-NG-C4-Cass-0027","leaf","NA","NA","NA","0"
